100 2064
200 2439
300 2812
400 3185
500 3568
600 5483
700 5859
800 6235
900 6610
1000 6981
1100 7350
1200 7720
1300 8091
1400 8477
1500 8851
1600 9224
1700 9602
1800 9986
1900 10359
2000 10744
2100 11122
2200 12794
2300 13276
2400 13660
2500 14049
2600 14433
2700 14807
2800 15191
2900 15567
3000 15938
3100 16308
3200 16683
3300 17054
3400 17423
3500 17792
3600 18221
3700 18596
3800 18973
3900 19350
4000 19727
4100 20988
4200 21399
4300 21803
4400 22175
4500 22547
4600 22945
4700 23321
4800 23691
4900 24062
5000 24443
5100 24813
5200 25199
5300 25574
5400 26370
5500 26740
5600 27122
5700 27492
5800 27867
5900 28242
6000 28623
6100 29003
6200 30046
6300 30499
6400 30871
6500 31248
6600 31618
6700 32004
6800 32377
6900 32749
7000 33125
7100 33507
7200 33878
7300 34249
7400 34636
7500 35007
7600 35385
7700 35756
7800 36126
7900 36496
8000 36884
8100 37266
8200 37636
8300 38007
8400 38387
8500 38767
8600 39142
8700 39512
8800 39881
8900 40257
9000 40632
9100 41007
9200 41376
9300 41754
9400 42124
9500 42667
9600 43036
9700 43417
9800 43798
9900 44168
10000 44538
10100 44918
